"Comment","Sentiment"
"Updating patch against new 4164.patch-2.txt from CASSANDRA-4164.","Neutral"
"Thanks [~ajisakaa].  +1 pending jenkins.","Positive"
"The cause is that the call to SpecificResponder.writeError in Responder.respond ultimately calls GenericData.resolveUnion which in turn calls GenericData.getSchemaName before the line where the UnresolvedUnionException gets thrown.","Negative"
"bq. 1)  Sorry  didn't create a patch for the README since it was a small change  it is included in this patch with the comment revision.  ","Negative"
"Thanks a lot  Jon for signing up this.","Positive"
"A patch for this. Thanks a lot.","Positive"
"I just committed this. Thanks Samuel !!","Positive"
"I just committed this  thanks Jothi!","Positive"
"I just committed this. thanks flavio.  ","Positive"
"Closing issue; Oozie 3.3.2 is released","Neutral"
"Committed r1146903 Thanks Jonas for the patch.","Positive"
"Thanks Scott   I have committed your last work in svn with rev. 7876 ","Positive"
"After applying Mathias patch the sample documents works fine.  Thanks Mathias.","Positive"
"Applied the patch. Thanks Dennis!","Positive"
"Nothing wrong  everything is cool.","Positive"
"Dumb user; disregard.","Neutral"
"Committed to TRUNK.  Thanks for the patch Doug.","Positive"
"+1. Just committed this to trunk and branch-0.23. Thanks Jason!","Positive"
"Hi Oliver   Thanks for catching this problem and for your suggested fix. We can go one step in simplifying the fix by removing the need for URI altogether if we use the getResourceAsStream() method of ClassLoader rather than getResource(). Modified version of your fix committed in revision 405036. Please could you check that this version of your fix works in your environment.  Best regards, George  ","Positive"
"I'm trying to conditionally hook this into the build so we can get it into SVN and go from there","Neutral"
"Thanks  Owen!","Positive"
"Sumeet  we did it purposely because if the proxy services are dynamically loaded then we need to build those services at the runtime and redeploy them which is a little bit risky on a production environment. Also there is no mechanism to check whether a particular proxy definition is updated in the registry or not because this configuration is used only at the startup.  We can add this functionality to load the proxy services only at the startup time from the registry (this doesn't mean they are dynamic), but I don't see any value there. If you could explain a bit about your exact requirement, I might be able to provide an alternative to this.  Thanks, Ruwan","Positive"
"I added your tests and didn't see any failures against ActiveMQ.  However I did make a change anyway to StompFrame similar to you patch expect that I just used the DataInputStream's readFully method to ensure all the data gets pulled off the wire.","Neutral"
"bq. I assumed modules doesn't need to be self-contained like Lucene or Solr. I can fix that by enforcing tools' compilation in that macro... I'll do that. bq. Steve, will you double check again if everything works  Yes, everything works for me now, thanks!  bq. and commit this in?  Is there some reason why you can't do this?  IMO committers should commit their own work.  bq. I didn't put an entry into CHANGES so you'd have to add it if it qualifies at all to be mentioned there.  IMO this definitely warrants a CHANGES.txt entry.  This should also be backported to branch_3x.  bq. This reminds me of the ""infrastructure tools"" problem we had in Carrot2. We finally decided to simply have them as a stand-alone project living within the same repository space, with a stored, versioned binary artefact updated when tools had to be updated (rarely). This does version a binary file but you don't need to worry about recompiling things over and over.  +1 to do this for this and any other Lucene/Solr Ant tasks.","Neutral"
"Sorry  I was trying to get to the wiki but it's been a busy week. ","Negative"
"Thanks Ankit   Your patch is in trunk at r1060220, I did not backport as it's not breaking anything","Positive"
"Cheers   Ashwin...","Positive"
"As soon as I made the change in Karaf  I will submit the CXF patch.","Neutral"
"Thanks for the clarification. I will reintroduce separate data structure for LEADING/FOLLOWING notifications.","Positive"
"Committed to trunk  0.92 and 0.94.  Thanks for the patch Shaneal.","Positive"
"Sorry  should ask first.","Negative"
"Setting it to Major  as the case seems to be random. Please comment if you disagree.","Neutral"
"I have committed this.  Thanks  Junping!","Positive"
"In MapReducePlanCompiler.java   {code} if (PigContext.instantiateFuncFromSpec(materializedResult.outFileSpec.getFuncSpec()) instanceof ReversibleLoadStoreFunc) { POMapreduce pom = new POMapreduce(logicalKey.getScope(), nodeIdGenerator.getNextNodeId(logicalKey.getScope()), execEngine.getPhysicalOpTable(), logicalKey, pigContext); pom.addInputFile(fileSpec); pom.mapParallelism = Math.max(pom.mapParallelism, materializedResult.parallelismRequest);  return pom.getOperatorKey(); } {code}  That looks to me like it won't allow map reduce to start unless the store func is reversible.  Am I missing something?  ","Neutral"
"I have committed this.  Thanks  Michele!","Positive"
"Works fine with my minimal test case and the tutorial. Thank you!","Positive"
"hi. Ping? :)","Positive"
"Thanks Todd  glad to be on board!","Positive"
"Reopening this issue and Richard will add more information into the JIRA.","Neutral"
"Super  I'll commit shortly -- thanks Yonik!","Positive"
"Thanks a lot  Kiran for the patch.","Positive"
"Oleg  A minor comment.. I don't see why the close() method would throw an IOException..  thanks asankha","Positive"
"I believe this is fixed by HADOOP-9984; let's wait for that patch to land and then triage.","Neutral"
"I didn't know we needed to retain backwards config capability across 3.x to 4.x  :-(  That sucks and it'll make old code stick around longer.","Negative"
"+1 Committed. Thanks Suresh","Positive"
"About EPL licence please have a look at http://people.apache.org/~rubys/3party.html#category-b. Seems fine with some light constraints","Neutral"
"Brings this patch back up to trunk level.","Neutral"
"Thanks for double-checking the fix  Knut. I am thinking of merging the fix into 10.3 tomorrow just to make sure that tests run fine on the tinderbox. All the tests ran fine on my machine.","Positive"
"Thanks Tom.","Positive"
"> but I renamed a set of sstable files in data/ to the ""wrong"" version and it did not catch this at startup. I'm not sure what you mean. Which is the ""wrong"" version: the legacy version?  > (does it still ignore tmp files at startup?) I'll double check, but I assume so. I didn't change the check that removes tmp files, because it did it based on looking for TEMPFILE_MARKER anywhere in the file name, which should continue to work.","Neutral"
"Nobody has started.  If you want to submit a patch  that would be great!  Thanks! ","Positive"
"It is a nasty bug that I've seen in real life  though.","Negative"
"I believe this is a duplicate of HTTPCORE-328  Oleg","Neutral"
"Committed a few days ago.","Neutral"
"I've revised DateConverter to conform to java 6: changed isAlphabetic to isDigit (and reversed the ?: values) use SimpleDateFormat(""Z"") as Tilman suggested.  Also fixed some Javadoc in both DateConverter and TestDateUtil","Neutral"
" Looks good to me.  Colm.","Positive"
"I just committed this. Thanks  Omer!","Positive"
"s/[~apurtell]/[~lhofhansl]/  Sorry guys.","Negative"
"Committed to 1.3.1 branch at revision: 685854 ","Neutral"
"Any feedback on the updated patch?  I'm guessing it won't cleanly apply to trunk anymore since it's been two weeks  but if the general idea looks correct  I can update it to apply cleanly to the current trunk.","Neutral"
"Applied the patch into trunk with thanks to Luca after minor refactoring. ","Positive"
"Thanks Daniel. We will get back on this as soon as we have the correct information. Thank you.","Positive"
"This indicates the Standard inetorgperson schema under the standard ou=schema. This also shows the cn=institutesinetorgperson schema which is the custom schema","Neutral"
"This is bad.","Negative"
"+1  I committed this. Thanks, Kay Kay!","Positive"
"bq. you tweaked a couple little things with the standard cache capture state  Actually I think I just moved things around?  EG I made it the StandardTermsDictReader's job to seek the termsIn file, I moved docCount ""up"", and I made a single cache entry.  I think I also removed a few attrs that we didn't need to store... and downgraded skipOffset from long -> int (it's int on trunk).","Neutral"
"+1  Looks good to me.  Thanks, Hyunsik!","Positive"
"Inserting timestamps automagically would be bad because it would limit a whole swath of use cases.","Negative"
"+1. The patch looks good.","Positive"
"But  even if it wasn't it would be totally worthless where it is at.","Negative"
"Ray  Jacoo   I finally commited it in revision: 485087.  Thanks ","Positive"
"I see no gain to make it singleton (Scala object) too. No need to change it without reason.","Neutral"
"Of course  StrFieldSource is a private class  No it's not.","Negative"
"The mutateLevel problem looks like what I predicted -- Windows won't let you rename over an existing file.","Neutral"
"Ah  that was my bad.","Negative"
"Oh man ... it's a fucking precendence problem. ","Negative"
"Oh  sorry  will submit them tomorrow. Hmm  svn diff is really strange. Don't know why the files were not included though I did the diff from the src/java/o/a/c/jci dir.","Negative"
"Please ignore attachment (id=6938).","Negative"
"Thanks Andrew  committed in rev.","Positive"
"Awesome work: this is a great first cut! ","Positive"
"Excellent work  DoÄŸacan - thank you.","Positive"
"Sorry to let you lose a wild goose chase.","Negative"
" ----------------------------------------------------------- This is an automatically generated e-mail. To reply, visit: https://reviews.apache.org/r/3401/#review4382 -----------------------------------------------------------   Looks good. Does it overwhelm the status display in the UI?  - Lars   On 2012-01-06 03:06:26, Andrew Purtell wrote: bq. bq.  ----------------------------------------------------------- bq.  This is an automatically generated e-mail. To reply, visit: bq.  https://reviews.apache.org/r/3401/ bq.  ----------------------------------------------------------- bq. bq.  (Updated 2012-01-06 03:06:26) bq. bq. bq.  Review request for hbase and Michael Stack. bq. bq. bq.  Summary bq.  ------- bq. bq.  Consider exposing master event handler state as monitored tasks. bq. bq. bq.  This addresses bug HBASE-5132. bq.      https://issues.apache.org/jira/browse/HBASE-5132 bq. bq. bq.  Diffs bq.  ----- bq. bq.    src/main/java/org/apache/hadoop/hbase/master/handler/ClosedRegionHandler.java 2dfc3e7 bq.    src/main/java/org/apache/hadoop/hbase/master/handler/DisableTableHandler.java 5af0690 bq.    src/main/java/org/apache/hadoop/hbase/master/handler/EnableTableHandler.java 78bb5bf bq.    src/main/java/org/apache/hadoop/hbase/master/handler/OpenedRegionHandler.java f171a5a bq.    src/main/java/org/apache/hadoop/hbase/master/handler/ServerShutdownHandler.java 2dd497b bq.    src/main/java/org/apache/hadoop/hbase/master/handler/SplitRegionHandler.java 2d544dd bq.    src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java 76c98b3 bq. bq.  Diff: https://reviews.apache.org/r/3401/diff bq. bq. bq.  Testing bq.  ------- bq. bq.  None yet. bq. bq. bq.  Thanks, bq. bq.  Andrew bq. bq.  ","Neutral"
"If you would like to take up this work  that'd be great.","Positive"
"Thanks for spotting this  fixed at r487519","Positive"
"Created an attachment (id=16279) Patch to add percentage-dimensions and jpep quality handling (against Trunk) ","Neutral"
"Wow  fast. Thanks!","Positive"
"Jerome  I did a skeleton of the code to use HashMap. Do you want to start from there and add what is missing? ","Neutral"
"How do you know that a key will exceed a threshold until after you've passed it?","Neutral"
"The patch & tests look good to me.","Positive"
"Committed to branch-2 and trunk. Thanks Ahmed!","Positive"
"This new patch incorporates a few of Hairong's comments.  1. There is no need to check LOG/isInfoEnabled() because logs are typically at INFO level anyway. 2. Change the comment in addStoredBlock() on why we log when safemode is off.","Neutral"
"I propose to commit drop_column_v8_restored_tests.diff. If there are any reviewers currently examining this patch, please let me know. Unless any additional review comments are raised in the next 48 hours, I will commit the patch.","Neutral"
"Thanks a lot for the review  Todd. I've just committed this to the HDFS-3077 branch.","Positive"
"That's great.  Thanks  Junping.  Then  I will first commit HADOOP-8820.b1.002.patch.  For the additional bug fixes  let's create a new JIRA since we also need to fix the code in trunk. ","Positive"
"We dropped check for references; we need to always compact if references.","Neutral"
"The Async API in http client 4.x really sucks.","Negative"
"> I hated that aspect of working for commercial companies.","Negative"
"Great job. I'll review this patch today's night.","Positive"
"true.","Neutral"
"Cool  that's all good news too! Thanks guys. One less on my radar.","Positive"
"> We can't let fear of back-compat prevent us from making progress.","Negative"
"I have a really bad habit of not reading thru all the bug comments before asking questions.","Negative"
"This patch effectively reverts the HIVE-4688 change. The NPE is fixed in VectorizedRowBatch by HIVE-4758.","Neutral"
"bq. Actually  DIH started as a standalone webapp inside AOL. We changed it because we didn't want to duplicate the schema in two places and also because we wanted to have it available by default in Solr installations.  Another web app means you need to procure hardware  plan capacity/failover  create firewall holes etc  Even if it were a standalone app, I would still run it on the same hardware that runs Solr, though I might run it on the secondary servers that aren't normally seeing query load.  Why would you need to have the schema in two places?  My DIH config doesn't mention any field names, because all Solr field names match the MySQL field names.  Even if they didn't, I'm not sure why it would be any different than any other SolrJ client, which doesn't need to have a copy of the schema.  bq. Talking to multiple collections was never a goal for DIH â€“ I'm not sure what value it will bring.  I've got a sharded index; currently production is on version 3.5.0.  Full rebuilds are done with DIH because my SolrJ application can't touch it for indexing speed.  It does fine for keeping the index up to date with once-a-minute updates, but for indexing millions of documents per shard, DIH beats it handily even though it's only single-threaded.  If I could put all the DIH stuff into one central place, it might make it easier to manage.  I do intend to look at the DIH code to see how it manages to run so fast, so I can hopefully improve my own code, but I can never find the time. ","Neutral"
"Oops  it is my fault. Please defer this patch  I'll raise jira for other classes/interface as its dependance soon  sorry for inconvenience.","Negative"
"I just thought of one more thing we should do.  We should make the StringInterner as @Public and @Stable.  The API is simple enough I don't see much of a problem locking it down.","Neutral"
"Seems to be a faulty mailserver setup at laguna-industries.com.","Negative"
"Committed revision 1165174.","Neutral"
"[~shazron]Sorry  that was weird.","Negative"
"SnappyCodec check for Hadoop native lib is wrong.","Negative"
"Hi Guillaume   I think that what you are saying is right and i find ( despite is on the specification or not ) that to have the error status is quite useful.  But i don't agree that if InOnly MEP terminate with an ERROR status it should propagated back.  I agree totally with Gianfranco this should be done only when we're working in sync mode, otherwise it's better not to propagate the error back and use feature like restart from the failure point, that we've just implemeted.  Do you agree with this??  Andrea ","Neutral"
"thanks luis!","Positive"
"Thanks Kathey.","Positive"
"see also SOLR-2399 -- this has done some great work revamping the admin UI","Neutral"
"This looks reasonable to me... sucks we have to special case handling of "" ""...","Negative"
"Thanks Laura.","Positive"
"Wrong patch  sorry.","Negative"
"I just committed this. Thanks  Amareshwari!","Positive"
"In the past  I have enjoyed working with everyone here.","Negative"
"Committed revision 777662.","Neutral"
"bq. this is solr's fault by having a getter that does some heavy duty xml shit.","Negative"
"changing the name of JIRA from ""multithreaded"" to ""parallel"" as we've done it with forks instead of threads.","Neutral"
"Sorry  I had attached an older version... let's try this one.","Negative"
"My patch wouldn't compile.","Negative"
"Thanks a lot for your excellent work Shazron!","Positive"
"Ignore comment.  ","Negative"
"I don't know how the hell my diff program decided to add seemingly random CR chars  but I've removed them now.","Negative"
"Great! Thanks.  Aaron","Positive"
"Created an attachment (id=17581) Patch for build.xml to add index=""true"" for jar tasks ","Neutral"
"Hi Aidan  can you review this change please  thanks.","Positive"
"I agree  that's a good idea.","Positive"
"Thanks  Joe!","Positive"
"Integrated to trunk.  Thanks for the patch, Rajesh.  Thanks for the review, Ram.","Positive"
"Thanks for your review.  I've just committed.","Positive"
"+1  looks good. Checking this in.","Positive"
"I just committed this patch. Thanks  Richard!","Positive"
"Will still be stuck in the loop though if can't actually close regions.","Negative"
"Committed to trunk. Thanks  Navis! [~thejas] I will recommend inclusion of this bug fix in 0.12 as well.","Positive"
"This patch just removes the lines of code that send the second NEWLEADER quorum packet. The first packet is sent with: leaderLastZxid = leader.startForwarding(this, updates); a few lines above.","Neutral"
"Created an attachment (id=7238) 2nd repro. ","Neutral"
"Sorry for the noise.","Negative"
"Committed to trunk.  Thanks  Bharath!  And thanks Cos for helping review.","Positive"
"It looks like we have to rebuild StackMapTable from scratch during method generation.  I've tried BCEL code and it looks like it already have implementation we need but I don't see ways to reuse it for now...  By the way I recommend to increase this issue priority to high or blocker.","Neutral"
"Oops  sorry. Certainly right.","Negative"
"Thanks Pi.  I do not think there is any special tricks besides those with Linux (such as you will need ant, junit, java, svn, etc).  If you want, you can also send me your pig.jar and then I will try it out for you.  Best regards, Xu   org.apache.pig.impl.logicalLayer.parser.QueryParser.Expr(QueryParser.java:373>> )  ","Positive"
"Committed.  Thanks Chris!","Positive"
"Have a look at current svn head  i have changed the styling stuff of the component  with this approach it should work now. Just specify the ""style"" attribute and give it a width value.  I also have had a look at how we can influence the default Dojo styling stuff and have updated the wiki on this:  http://wiki.apache.org/myfaces/InputSuggestAjax  Can you test it if it works for you?    ","Neutral"
"That's indeed odd - I didn't knowingly reformat - must have been a mishap..","Neutral"
"Ok cool  this is just a matter of adding strings to the various [NotFound()|https://github.com/apache/mesos/blob/0.15.0-rc4/src/files/files.cpp#L160] returns in files.cpp  There are a number of error cases in the [browse|https://github.com/apache/mesos/blob/0.15.0-rc4/src/files/files.cpp#L204] and [read|https://github.com/apache/mesos/blob/0.15.0-rc4/src/files/files.cpp#L204] endpoints, I'd imagine one could change the javascript to generate bad requests which should be sufficient to test this :)","Positive"
"+1 Looks good.","Positive"
"Committed  thanks for the review  Avery!","Positive"
"Created an attachment (id=6729) modified SQLTransformer (in full) ","Neutral"
"You are going to kill me when I say this  but it seems like we should just commit your first patch.","Negative"
"Fix bad patch","Negative"
"@Subbu: Glad I was able to help.","Positive"
"Marking as open  since looks like it needs some more work.","Neutral"
"Ok thanks !  Closing the issue then.","Positive"
"Will be naming this camel-rss rather than camel-rome in case we change to some other rss lib in the future.","Neutral"
"Thanks Bryan!","Positive"
"Jean-Marc  can you review it? Thanks.","Positive"
"Nevermind.  I believe someone has already addressed it in CAMEL-4294.  I have linked the issue here.","Neutral"
"Sorry for letting you guys wait.","Negative"
"Assigning to Sameeer since apparently he can't assign to himself.","Neutral"
"Hi Chris   Thanks for your detailed response.  Thanks,","Positive"
"Sorry [~kumarr]  let's just do this in 0.96.","Negative"
"Holy crap that worked!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Positive"
"Committed revision 1125305.","Neutral"
"Patch adds maybeRefreshBlocking which blocks on refreshLock. It also:  * Renames reopenLock to refreshLock * Shares the refresh logic between maybeRefresh and maybeRefreshBlocking. * Switches to use ReentrantLock instead of Semaphore(1): ** It allows to protectively obtain the lock in doMaybeRefresh (see comment in the code) ** It is better in general because it's equivalent to Semaphore(1), yet protects against an accidental bug where someone changes Semaphore(1) to Semaphore(>1).  I'll add a CHANGES entry after the patch is reviewed and we agree on the approach.","Neutral"
"I have committed this.  Thanks  CW!","Positive"
"Committed revision 1475954.","Neutral"
"+1 looks good  Thanks, Mayank","Positive"
"Excellent  thanks a lot!","Positive"
"+1 looks good to me. Trying it out.","Positive"
"You are right. I missed that point. I am +1  Oleg","Positive"
"bq. Hmmm  infoStream is just for debugging... should we really make it volatile?  I'll remove its volatile...  {quote} bq. IWC cannot be made immutable â€“ you build it up incrementally (new IWC(...).setThis(...).setThat(...)). Its fields cannot be final.  Setters can return modified immutable copy of 'this'. So you get both incremental building and immutability. {quote}  Oh yeah.  But then we'd clone the full IWC on every set... this seems like overkill in the name of ""purity"".  {quote} What about earlier compromise mentioned by Shay, Mark, me? Keep setters for 'live' properties on IW. This clearly draws the line, and you don't have to consult Javadocs for each and every setting to know if you can change it live or not. {quote}  I really don't like that this approach would split IW configuration into two places.  Like you look at the javadocs for IWC and think that you cannot change the RAM buffer size.  IWC should be the one place you go to see which settings you can change about the IW.  That some of these settings take effect ""live"" while others do not is really an orthogonal (and I think, secondary, ie handled fine w/ jdocs) aspect/concern. ","Neutral"
"That's what reminded me of ubjson actually. I looked at UBF and it looks rather complicated for a data exchange. I wouldn't say no but I don't have any interest in supporting it.  ubjson shouldn't be anything more than writing a parser (which should be ~trivial) and then adding the logic to switch (de)serializers based on content and accept types. I have no idea what UBF really even is under the hood but it sounded a lot more complicated.","Neutral"
"Thanks for the patch Niall  +1","Positive"
"I just remembered one of the reasons why i didn't do this the last time i looked at it: i don't think FunctionQuery has any good unit tests in the Solr code base -- there might be some tests that use the SOlrTestHarness to trigger function queries  but they aren't really portable.","Neutral"
"+1  looks good.  I'll commit once HCATALOG-239 is in.","Positive"
"Sorry  no longer working on this","Negative"
"Hi Talat - no  this patch is for the branch_2x branch only.","Neutral"
"Hmm  I can't apply 0002-V2 on top of either my 0001 + trunk from feb 5  or current trunk + rebased 0001.  And Eclipse generates the diff in a different order from git commandline  so I can't tell what's changed by eyeballing the diff either.  I've attached rebased-to-current-trunk versions of my 0001-0003, can you attach your fixes as a 0004 on top of those?","Neutral"
"+1 the patch looks good.","Positive"
"Hi Jochen   It's not about building successfully (which I have no issue with that as well), it's about resolving the right dependencies of the dependency. Use mvn dependency:tree to see if you really have them all correctly, if you are getting them right too:  mvn dependency:tree -Dxmlrpc.version=3.1.1  (Yeap, apparently I uploaded the pom after testing it against 3.1, not 3.1.1)  yc ","Neutral"
"Committed to trunk.  Thanks for patch Tudor and review Michael.","Positive"
"I don't have resources to hand to test this at mo.","Negative"
"Sweet! Git  I love git! :)","Positive"
"I've tested them out and everything is fine.","Positive"
"Thanks Rahul!  I will take a look at it this evening.  Aaron","Positive"
"Thanks  Myrna.","Positive"
"Thank Henri and Don!  I found there are two common-validator.jar in my jboss application server env. One in %JBOSS_HOME%/server/default/lib/ and the other in the lib directory of my web application. Then I delete the latter and it works well.  Thank you so much!","Positive"
"A pleasure :>.","Positive"
"Could you please port it to branch-1 that that we could integrate it to branch-1-win  Slavik, thanks for the review!","Positive"
"Created an attachment (id=12961) [chain] CatalogFactoryBase ","Neutral"
"You are right  its the wrong one (an older attempt).","Neutral"
"Thanks for reviewing Suresh. Committed to trunk.","Positive"
"> David Reiss writes: > As I recall, Jonathan was the only person who really seemed to > care about this issue, and he wasn't satisfied with my > suggestion, so I put it aside. Chad also requested some changes > to my diff for the JSON protocol. I'll try to reevaluate the > status some time soon, but I am away from a computer today.  Jonathan - are you still in the loop on this one?  What do you think?  Given the fundamental differences in what a ""string"" is across different languages, there's unlikely to be a clean solution that suits everyone. Having a backwards-compatible compromise that works is much better than having nothing, though. ","Neutral"
"This is not a major issue","Neutral"
"Thanks Sandy.","Positive"
"Hi Willem  yes  you're right.. I did not realized that I had a explicit dependency on the wrong version... You can close this ticket. ","Neutral"
"looks fine  thank you  George.","Positive"
"Mathias  please close this issue as it is not reproducing any more...  Thanks.","Positive"
"Just committed this to trunk and 3.4 branch. Thanks Rakesh!","Positive"
"Are we on the good path...","Positive"
"Verified by Oliver. ","Neutral"
"I just committed this. Thanks Vinod!","Positive"
"yes","Neutral"
"Fixed for comments  added new patch.","Neutral"
